story_id,language,text
6,hebrew," היה היה פעם שומר עצבני, הוא גר בבית גדול ואדום, השומר לא אהב לראות אנשים ליד ביתו. הוא היה אומר, ""לך מכאן!"" יום אחד, חתול קטן בא לבית החתול היה חמוד מאוד השומר הרגזן ראה את החתול ואמר, ""לך מפה!"" אבל החתול החתול נשאר ושיחק. השומר העצבני ראה את החתול משחק והתחיל לחייך הוא שיחק גם עם החתול הם נהנו מאוד השומר לא היה הם היו חברים וחיו באושר בבית הגדול והאדום.  <|endoftext|>"
7,hebrew," היה היה פעם חפץ ידידותי בשם בוב בוב היה כדור עגול ושמח הוא גר בפארק גדול עם הרבה עצים ודשא, כל יום ילדים היו באים לשחק עם בוב והוא אהב את זה. יום שמש אחד בוב ראה חבר חדש החבר הזה היה ציפור קטנה וחמודה הציפור אמרה, ""היי בוב, אני יכולה לבוא לשחק איתך?"" היה מאוד שמח ואמר, ""כן, בואו נשחק ביחד!"" בזמן שהם שיחקו משהו לא צפוי קרה רוח גדולה באה ולקחה את בוב גבוה בשמיים הציפור פחדה אבל אז הציפור עפה למעלה, למעלה, למעלה, ותפסה את בוב, שניהם ירדו חזרה לקרקע, בריאים ושלמים. יום על, בוב והציפור היו החברים הכי טובים, והם תמיד שיחקו יחד בפארק.  <|endoftext|>"
8,hebrew," יום אחד, ילד בשם טים הלך לחנות עם אמא שלו, הם רצו לבזבז כסף על אוכל לארוחת ערב. מעברים והרימו כמה תפוחים, לחם וחלב טים היה מאוד שמח לעזור לאמא שלו בזמן שהם עשו קניות, טים ראה אדם שנראה ערמומי, האיש לקח ממתק ושם אותו בכיסו. לא נכון. הוא אמר לאמא שלו, ""אמא, האיש הזה הוא גנב!"" אמא שלו במהירות אמרה לעובד החנות. העובד עצר את הגנב ולקח את הממתקים בחזרה. הגנב הרגיש עצוב וריק בפנים. הוא ידע שהוא עשה דבר רע. העובד אמר הגנב, ""אתה לא חייב לקחת דברים בלי לשלם. זה לא בסדר. הגנב למד את הלקח שלו והבטיח לא לגנוב שוב. מוסר ההשכל של הסיפור הוא להיות תמיד כנה ולעולם אל תיקח דברים שלא שייכים לך.  <|endoftext|>"
0,hindi,"एक बार एक जंगल के बीचों-बीच एक दिलचस्प मंदिर था। जो भी उस मंदिर में गया, उसने कहा कि वह बहुत ख़ास था। उसके अंदर एक राज़ था।

एक दिन, कुछ लोगों ने तय किया कि वे मंदिर के अंदर कुछ ख़ास छिपा देंगे। उन्होंने उसे एक बॉक्स में रखा और जमीन के नीचे दफ़न कर दिया।

हर रोज़, दुनिया भर से लोग मंदिर में आते थे, लेकिन उनमें से कोई भी नहीं जानता था कि नीचे क्या दफ़नाया गया था। यह एक राज़ था, और यह हमेशा एक राज़ ही रहेगा।

मंदिर देखने वाले हर कोई हमेशा उत्साहित होता था। उन्होंने कहा कि यह अब तक की सबसे दिलचस्प जगह थी!"
1,hindi,"अन्ना और बेन दोस्त हैं जो साइकिल चलाना पसंद करते हैं। उनकी साइकिलें अलग-अलग हैं। अन्ना की साइकिल लाल है और उसमें एक बास्केट है, जबकि बेन की साइकिल नीली है और उसमें एक घंटी है। वे दोनों अपनी साइकिल को सबसे अच्छा मानते हैं।

एक दिन, वे दोनों ने एक दौड़ करने का फैसला किया। वे पार्क गए और एक पथ की तलाश की। उन्होंने ""तैयार, सेट, जाओ!"" कहा और पैडल करना शुरू कर दिया। अन्ना और बेन बहुत प्रतिस्पर्धी हैं। वे दौड़ जीतना चाहते हैं। वे पथ के साथ तेजी से आगे बढ़ते हैं, पेड़ों, फूलों और लोगों को पीछे छोड़ते हुए।

लेकिन पथ सीधा नहीं है। इसमें मोड़, उबड़-खाबड़ जगह और पुल हैं। अन्ना और बेन पथ पर ध्यान नहीं देते हैं। वे केवल एक-दूसरे को देखते हैं। वे और तेज़ चलने की कोशिश करते हैं। वे पथ के बीचों-बीच एक बड़े पत्थर को नहीं देखते हैं। वे दोनों पत्थर से टकराते हैं और अपनी साइकिलों से गिर जाते हैं।

अन्ना और बेन को चोट लगी है। उनके पास खरोंच और काले धब्बे हैं। उनकी साइकिलें टूट गई हैं। उनके पास कोई बास्केट या घंटी नहीं है। वे रोने लगते हैं। वे दुखी और गुस्से में हैं।

एक महिला उन्हें देखती है और मदद के लिए आती है। वह पूछती है, ""क्या आप ठीक हैं? क्या हुआ?"" अन्ना और बेन उसे दौड़ के बारे में बताते हैं। महिला कहती है, ""मुझे खेद है कि आपको चोट लगी। लेकिन तुम जानते हो, दौड़ना साइकिल चलाने का एकमात्र मज़ेदार तरीका नहीं है। आप साइकिल की सवारी का आनंद ले सकते हैं, पार्क की सुंदरता को देख सकते हैं, और एक-दूसरे के प्रति दयालु हो सकते हैं। यही साइकिल चलाने को खास बनाता है। इसकी गति या शैली नहीं, बल्कि दोस्ती और खुशी है।""

अन्ना और बेन महिला के कहने पर सोचते हैं। वे महसूस करते हैं कि वह सही है। वे एक-दूसरे से माफी मांगते हैं और एक-दूसरे को गले लगाते हैं। वे महिला का शुक्रिया अदा करते हैं। वे फिर से अपनी साइकिलों को ठीक करने और साथ में सवारी करने का फैसला करते हैं। लेकिन इस बार, वे दौड़ नहीं करते हैं। वे बस मज़े करते हैं।"
2,hindi,"एक बार एक खरगोश था। यह खरगोश खोज करना और रोमांच का आनंद लेना पसंद करता था। वह हर रोज़ कुछ मज़ेदार ढूंढने के लिए इधर-उधर कूदा करता था। 

एक दिन, उसे एक रहस्यमय जाल मिला। वह नहीं जानता था कि उसके अंदर क्या था। खरगोश डर गया था, लेकिन वह जानना चाहता था कि उसमें क्या है। वह सोच रहा था कि क्या वह अपनी जिज्ञासा पर भरोसा कर सकता है। 

अंत में, उसने खुद पर भरोसा करने का फैसला किया। उसने एक गहरी सांस ली और जाल में कूद गया। अंदर, उसे आश्चर्यजनक और स्वादिष्ट चीज़ें मिलीं। खरगोश ने खुद पर भरोसा करने के लिए खुश था। 

उस दिन से, खरगोश ने हमेशा खुद पर भरोसा किया, चाहे कुछ भी हो। वह जानता था कि हर बार उसे कुछ नया और रोमांचक मिलेगा।"
3,hindi,"टॉम एक मेंढक था जिसे परफॉर्म करना पसंद था। वह कूदना और गाना और अपने दोस्तों के लिए मज़ेदार चेहरे बनाना पसंद करता था। उसे किसी चीज़ से डर नहीं लगता था, न ही पोखरे में बड़ी मछली से।

एक दिन, उसने पोखरे में एक नई मेंढक देखी। वह बहुत सुंदर थी और उसकी आवाज़ अच्छी थी। टॉम उसका दोस्त बनना चाहता था, इसलिए उसने उसके लिए परफॉर्म करने का फैसला किया। उसने जितना हो सका, उतना ऊंचा कूदा, जितना हो सका, उतना जोर से गाया, और जितना हो सका, उतना मज़ेदार चेहरा बनाया।

लेकिन नई मेंढक हंसी नहीं या तालियां नहीं बजाईं। वह डरी और दुखी लग रही थी। टॉम आश्चर्यचकित था। उसने पूछा, ""क्या बात है? क्या आपको मेरा प्रदर्शन पसंद नहीं आया?""

नई मेंढक ने कहा, ""नहीं, मुझे नहीं पसंद। आप बहुत जोर से और बहुत मूर्ख हैं। आप बहादुर नहीं हैं, आप मूर्ख हैं। आपको बड़ी मछली से सावधान रहना चाहिए। वह आपको खा सकता है।""

टॉम को चोट लगी और वह गुस्से में आ गया। उसने कहा, ""मैं मूर्ख नहीं हूं, मैं बहादुर हूं। मुझे बड़ी मछली से डर नहीं लगता। वह मेरा दोस्त है। वह मेरे प्रदर्शन से प्यार करता है। देखते हैं!"" उसने पानी में कूदकर बड़ी मछली की ओर तैरना शुरू कर दिया।

नई मेंढक हैरान रह गई। वह सोचती थी कि टॉम पागल है। उसने देखा कि टॉम बड़ी मछली के करीब और करीब जा रहा था। वह उम्मीद कर रही थी कि बड़ी मछली अपना मुंह खोलेगी और टॉम को निगल जाएगी। लेकिन इसके बजाय, बड़ी मछली ने टॉम को मुस्कुराते हुए और आंख मिचौली करते हुए कहा, ""नमस्ते टॉम। आप बहुत बहादुर और बहुत मज़ेदार हैं। मुझे आपका प्रदर्शन पसंद है। क्या आप मेरे साथ खेलना चाहेंगे?""

टॉम ने कहा, ""हाँ, मैं चाहूंगा। आप बहुत अच्छे और मज़ेदार हैं। मुझे आपकी पसंद है। क्या आप मेरी नई दोस्त से मिलना चाहेंगे?"" उसने नई मेंढक की ओर इशारा किया, जो अभी भी किनारे पर थी।

बड़ी मछली ने कहा, ""ज़रूर, मैं चाहूंगा। वह बहुत सुंदर और बहुत शर्मीली है। मुझे वह पसंद है। चलिए, चलकर नमस्ते कहें।""

टॉम और बड़ी मछली किनारे पर तैरकर आए और नई मेंढक को अपने साथ आने के लिए आमंत्रित किया। नई मेंढक हैरान और उत्सुक थी। उसने कहा, ""आप बड़ी मछली के साथ दोस्त हैं? वह डरावनी नहीं है?""

टॉम ने कहा, ""नहीं, वह नहीं है। वह बहुत दोस्ताना और शांतिप्रिय है। वह भी प्रदर्शन करना और खेलना पसंद करता है, ठीक मेरी तरह। तुम भी इसे आज़माओ। यह मज़ेदार है।""

नई मेंढक थोड़ी देर के लिए सोची। उसने कहा, ""शायद मैं करूंगी। शायद तुम उतने बुरे नहीं हो जितना कि मैंने सोचा था। शायद तुम बहादुर और मज़ेदार हो। शायद मैं भी तुम्हारी दोस्त बन सकती हूं।""

टॉम मुस्कुराया। उसने कहा, ""मुझे खुशी होगी। चलिए, हम साथ में प्रदर्शन करते हैं और खेलते हैं।""

और वे ऐसा ही करते थे। वे कूदते, गाते, और मज़ेदार चेहरे बनाते। वे पानी में छिड़काते, तैरते, और एक-दूसरे का पीछा करते। वे बहुत मज़े करते थे। वे अच्छे दोस्त बन गए और पोखरे में हमेशा खुश रहते थे।"
4,hindi,"एक बार एक छोटी सी लड़की लिली थी। एक सुबह, उसने जल्दी उठकर किचन में नाश्ता करने के लिए जाने का फैसला किया। उसने फ्रिज खोला और एक बदबू आ रही थी, जिसे वह पसंद नहीं करती थी। इसलिए उसने फ्रिज बंद कर दिया और अपनी माँ को जगाने के लिए गई। 

लिली ने कहा, ""माँ, जागो! फ्रिज से बदबू आ रही है!"" उसकी माँ उठी और किचन में जाँच करने के लिए गई। उसने फ्रिज खोला और देखा कि कुछ खाना खराब हो गया था। तो उसने फ्रिज को साफ़ किया और बदबूदार खाना फेंक दिया। 

इसके बाद, लिली और उसकी माँ ने साथ में एक स्वादिष्ट नाश्ता किया। उन्होंने कॉर्नफ्लेक्स और दूध, और कुछ ताज़े फल खाए। लिली खुश थी कि फ्रिज से बदबू नहीं आ रही थी, और उसने अपनी माँ को उसे साफ़ करने के लिए धन्यवाद दिया। उन्होंने एक-दूसरे को गले लगाया और अपना दिन शुरू किया। अंत।"
5,hindi,"एक बार एक छोटी सी लड़की थी जिसका नाम लिली था। वह अपने स्पिनिंग टॉप के साथ खेलना पसंद करती थी। वह इसे घुमाती और गोल-गोल घूमते हुए देखती थी। एक दिन, उसने अपने टॉप के साथ खेलने के लिए पार्क की यात्रा की। उसने एक बड़ी टोपी और मज़ेदार मूंछ वाले एक आदमी को कुछ गेंदों को जुगल करने के दौरान देखा। 

लिली ने पूछा, ""तुम क्या कर रहे हो?""

आदमी ने जवाब दिया, ""मैं एक कलाकार हूं। मैं लोगों के लिए जुगल करता हूं।""

लिली ने पूछा, ""क्या तुम मेरे टॉप के साथ प्रदर्शन कर सकते हो?""

आदमी ने टॉप लिया और इसे अपनी नाक पर घुमाया। यह एक असामान्य चाल थी, लेकिन उसने इसे बिल्कुल सही कर दिया। लिली इतनी खुश थी कि उसने तालियां बजाईं। उस दिन से, जब भी वह पार्क जाती, वह कलाकार की तलाश में होती और वह हमेशा उसके लिए एक नया चाल दिखाता।"
6,hindi,"एक बार एक चालाक चूहा था जो कुछ खाना चुराना चाहता था। वह एक झाड़ी की ओर गया, जहाँ उसे लगा कि वह कुछ खाना पा सकता है। लेकिन फिर उसे एक झनझनाहट सुनाई दी। चूहे ने ऊपर देखा और एक चिड़चिड़ी होने को चारों ओर उड़ते हुए देखा। 

चूहा डर गया, लेकिन उसके पास एक चालाक योजना थी। उसने जल्दी से अपना हाथ बढ़ाया और बी की गर्दन को दबा लिया। बी बच नहीं सकती थी, इसलिए चूहे ने अपना खाना प्राप्त कर लिया। 

लेकिन फिर चूहे ने एक आवाज़ सुनी। ""रुको!"" यह कहकर आसमान से आई - यह एक शक्तिशाली बाज़ था। बाज़ ने कहा, ""किसी और प्राणी को चुभकेलना अच्छा नहीं है। हर कोई स्वतंत्र होने का हक़ रखता है!""

चूहे को शर्मिंदगी महसूस हुई, और उसने जल्दी से बी को जाने दिया। बी उड़ गया और चूहे ने एक महत्वपूर्ण सबक सीखा। उसने महसूस किया कि यह हमेशा बेहतर होता है कि आप अपने चालाक दिमाग का उपयोग करें न कि किसी और को चुभकेलें।"
7,hindi,"एक दिन, एक छोटे से लड़के जॉर्ज को बेचैनी हो रही थी और वह खजाने की तलाश करना चाहता था। उसने एक पास के मैदान में देखा और एक सुंदर चमकीली चीज़ देखी। उसने सावधानी से उस पर कूदकर उसकी जाँच की और एक छोटी सोने की खजाने की छाती पाई। वह बहुत उत्साहित हो गया और उसे खोलने का इंतजार नहीं कर सकता था। 

जॉर्ज ने चारों ओर देखा कि कोई देख न रहा हो, फिर घास पर बैठ गया। उसने छाती खोली और उसमें एक छोटा हरा रत्न पाया। जैसे ही उसने उसे छुआ, रत्न चमक उठा और सूरज की रोशनी में चमकने लगा। 

जॉर्ज ने हैरान होकर कहा, ""वाह!"" वह नहीं जानता था कि वह क्या था, इसलिए उसने अपना रिया (कंबल) पकड़ा और अपनी माँ को दिखाने के लिए दौड़ गया। 

जब वह घर पहुँचा, तो उसकी माँ ने पूछा कि उसने खजाना कहाँ पाया। जॉर्ज ने अपनी माँ को अपने साहसिक अनुभव के बारे में सब कुछ बताया, और उसकी माँ मुस्कुराई। उसने उसे बताया कि यह एक जादुई रत्न था और यह उसे अच्छी किस्मत देगा। 

जॉर्ज ने अपनी माँ का शुक्रिया अदा किया और फिर अपने बेडरूम की ओर दौड़ गया। उसने सावधानी से अपना रिया बिस्तर पर रखा और सावधानी से रत्न को ऊपर रखा। उसने कुछ पल के लिए बिस्तर पर बैठकर अपने नए खजाने की सराहना की और बहुत भाग्यशाली महसूस किया।"
8,hindi,"एक बार एक प्रसिद्ध हिरण था जिसका नाम फिन था। फिन अपने सभी जानवरों के दोस्तों के साथ जंगल में रहता था। एक दिन, फिन को जंगल में एक आवाज़ सुनाई दी, और वह जोरों से होती जा रही थी। फिन ने एक पहाड़ की चोटी पर चढ़कर देखने की कोशिश की कि आवाज़ कहाँ से आ रही है।

जब वह पहुँचा, तो उसने एक बड़ी आग देखी! फिन डर गया और मदद के लिए चिल्लाया।

तभी, एक बहादुर फायरमैन जंगल से बाहर निकला और बोला, ""चिंता मत करो! मैं तुम्हारी मदद करने के लिए यहाँ हूँ!""

फिन बहुत राहत महसूस की और उसने फायरमैन का धन्यवाद किया। उन्होंने मिलकर जंगल के माध्यम से दौड़ लगाई और फायरमैन ने अपनी पाइप से पानी का छिड़काव किया। उन्होंने जंगल को बचाया और फिन बहुत खुश था।

फायरमैन ने कहा, ""फिन, तुम बहादुर हिरण हो। अब तुम बहुत प्रसिद्ध हो गए हो!"""
0,korean,"어느 날, 토미라는 어린 소년이 엄마와 함께 공원에 갔어요. 그들은 뛰어노는 크고 하얀색 개를 보았어요. 토미는 그 개를 잡고 같이 놀고 싶었어요. 하지만 그 개는 너무 빨라서 토미는 잡을 수 없었지요. 토미의 엄마는 ""조심해, 토미야. 그 개는 다른 사람의 것일 수 있어.""라고 말했어요. 하지만 토미는 듣지 않고 계속 하얀색 개를 잡으려고 했어요. 그때 갑자기 한 남자가 와서 ""그 개는 내 개야, 그리고 값이 꽤 나간대!""라고 말했지요. 그 남자는 토미에게 화가 나 있었어요. 토미는 슬퍼하며 ""미안해요, 그냥 하얀색 개랑 놀고 싶었어요.""라고 말했어요. 그 남자는 이해하고 ""괜찮아, 하지만 다른 사람의 개랑 놀고 싶을 때는 항상 먼저 물어봐야 해.""라고 말했지요. 그 날 이후로, 토미는 다른 사람들의 물건을 가지고 놀기 전에 항상 물어보는 것을 배웠어요. 그리고 어떤 물건들은 비싸고 조심스럽게 다뤄야 한다는 것도 배웠답니다."
1,korean,"오래전에, 큰 홀에서 톰이라는 이름의 고양이와 맥스라는 이름의 개가 살고 있었습니다. 그들은 절친한 친구였지요. 매일 그들은 맑은 햇살 아래에서 함께 놀곤 했습니다. 어느 날, 톰과 맥스는 하늘을 바라보았습니다. 그들은 크고 붉은 공을 보았습니다. ""저건 뭐지?""라고 톰이 물었습니다. ""모르겠어요,""라고 맥스가 대답했습니다. 그들은 그 공을 찾아보기로 결정했습니다. 그들은 걸어서 걸어서 큰 붉은 공을 찾았습니다. 그것은 풍선이었습니다! 그들은 종일 풍선과 놀았습니다. 톰과 맥스는 매우 행복했습니다. 그들은 풍선을 다시 홀로 가져와 매일 함께 놀았습니다."
2,korean,"한때 고양이가 있었어요. 그는 매우 뚱뚱했고 발도 컸어요. 그의 이름은 톰캣이었죠. 그는 밖에서 노는 것을 좋아했지만 뛰는 데는 별로 뛰어나지 않았어요. 어느 날, 그는 마음에 들지 않는 것을 봤어요. 그것은 크고 검은 거미였어요. 그는 그것을 싫어했답니다! 그는 그 거미에게서 벗어나고 싶어서 최대한 빨리 달렸어요. 그는 너무 빠르게 달려서 딱딱한 무언가에 부딪혔어요. 그것은 밖에서 놀고 있던 작은 소녀의 무릎이었죠. 그 소녀는 뚱뚱한 고양이를 좋아하지 않아서 울기 시작했어요. 톰캣은 그 작은 소녀를 울리게 해서 너무 죄책감을 느꼈어요. 다시 친구가 되고 싶었답니다. 그는 그 소녀에게 사과하고 자신이 가장 좋아하는 장난감 쥐를 주었어요. 그녀는 다시 행복해졌고, 그들은 친구가 되었답니다."
3,korean,"릴리와 맥스는 친구예요. 그들은 밖에서 놀기를 좋아해요. 그들은 많은 나무와 꽃이 있는 큰 마당을 가지고 있어요. 가끔 그들은 누가 더 빠른지 보기 위해 서로 경주를 해요. 어느 날, 그들은 마당 끝에 있는 큰 참나무로 경주를 하기로 해요. 세 번을 세고 나서 정말 빠르게 뛰어요. 릴리가 앞서가고 있지만 맥스는 그 뒤를 바짝 따르고 있어요. 그들은 웃으며 뛰어요. ""와, 맥스, 해낼 수 있어!"" 릴리가 말해요. ""곧 갈게, 곧 갈게!"" 맥스가 말해요. 그런데 갑자기 큰 쾅 소리가 나요. 천둥이 울리는 거예요. 그들은 하늘을 올려다보고 흐린 구름을 봐요. 비가 올 거예요. 그들은 비를 싫어해요. 비에 젖으면 차갑고 축축해지거든요. ""집으로 가자!"" 릴리가 말해요. ""아니, 쉼터로 가자!"" 맥스가 말해요. 쉼터는 맥스의 아빠가 그들을 위해 만든 작은 나무 오두막이에요. 마당의 구석에, 울타리 근처에 있어요. 문도 있고 창문도 있으며 지붕도 있어요. 안은 포근하고 따뜻해요. 러그, 램프, 그리고 장난감도 있어요. 그들이 가장 좋아하는 놀이기예요. ""좋아, 쉼터로 가자!"" 릴리가 말해요. 그들은 방향을 바꾸고 쉼터로 경주를 해요. 비가 오기 시작할 때 딱 맞춰 도착해요. 그들은 문을 열고 안으로 들어가요. 문을 닫고 램프를 켜요. 러그에 앉아 서로 껴안아요. ""우린 해냈어!"" 릴리가 말해요. ""맞아!"" 맥스가 말해요. 그들은 웃으면서 주변을 둘러봐요. 그들의 장난감, 책, 간식도 볼 수 있어요. 필요한 모든 것을 갖추고 있어요. 그들은 행복하고 안전해요. ""이건 완벽한 쉼터야!"" 릴리가 말해요. ""맞아!"" 맥스가 말해요. 그들은 놀기와 이야기를 시작해요. 이제 더 이상 비를 신경 쓰지 않아요. 서로와 쉼터가 있으니까요. 그들은 세상에서 가장 좋은 친구예요."
4,korean,"안나와 벤은 친구예요. 함께 노는 것을 좋아해요. 가끔은 인형을 가지고 놀기도 하고, 가끔은 자동차를 가지고 놀기도 하며, 가끔은 블록을 가지고 놀기도 해요. 그들은 재미있게 놉니다. 어느 날, 그들은 페인트놀이를 하기로 결정했어요. 종이와 붓, 그리고 페인트를 찾았죠. 그림을 그리기 준비도 했답니다. 앞치마도 걸치고, 종이를 바닥에 펼치고, 페인트도 열어봤어요. 준비가 다 된 거죠. 안나는 꽃을 그리는 걸 좋아해요. 빨간 꽃, 노란 꽃, 파란 꽃을 그렸어요. 많은 꽃을 그렸답니다. 예쁘다고 생각해요. 벤은 동물을 그리는 걸 좋아해요. 개, 고양이, 새도 그렸죠. 많은 동물을 그렸답니다. 흥미롭다고 생각해요. 그들은 서로 그림을 보여주며, 좋은 말을 해요. 서로의 그림을 좋아해요. 행복해요. 평화롭습니다. 그들은 그림을 벽에 걸어두었어요. 그걸 바라보며, 웃어요. 자랑스러워해요. 포옹해요. 그들은 친구예요. 재미있게 놉니다."
5,korean,"안나와 벤은 많은 동물들이 있는 큰 목장에서 사는 쌍둥이 형제자매였습니다. 그들은 말, 소, 닭, 개들과 노는 것을 좋아했습니다. 그들은 엄마 아빠와 함께 동물들에게 먹이 주기, 달걀 줍기, 소 우유 짜기와 같은 일을 돕는 것도 즐겼습니다. 어느 날, 엄마는 그들에게 말에게 줄 건초를 가져다오라고 말했습니다. 비가 올 것 같으니 빨리 가야 한다고 했습니다. 안나와 벤은 서둘러 건초를 구하러 마구간으로 갔습니다. 하지만 가는 길에 큰 물웅덩이를 보았습니다. 그들은 물웅덩이에 뛰어들어 서로에게 물을 튀기며 신나게 놀았습니다. 그들은 건초와 말들을 잊고 많은 재미를 느꼈습니다. ""안나! 벤! 어디있니?"" 엄마가 집 안에서 불렀습니다. 그녀는 하늘을 올려다보며 짙은 구름을 봤습니다. 쌍둥이와 말들을 걱정하며 엄마의 목소리는 화가 나 있고 무서웠습니다. 그녀는 코트를 입고 그들을 찾으러 나섰습니다. 엄마는 물웅덩이에서 젖고 진흙투성이가 된 안나와 벤을 찾았습니다. ""뭐하는 거야?""라고 화를 내며 무섭게 물었습니다. ""건초랑 말들을 잊고 있었구나! 배고프고 추워해! 정말 못됐다!"" 안나와 벤은 미안한 마음을 느꼈습니다. 자신들이 잘못을 했다는 걸 알았죠. 사과하며 마구간으로 달려갔습니다. 거기서 건초를 얻어 말들에게 가져다 주었습니다. 그리고 말들에게 당근과 사과도 줬어요. 말은 째깍째깍 울며 그들의 손을 핥아주었습니다. 안나와 벤은 미소를 지으며 말을 껴안았습니다. 그들은 엄마와 함께 집으로 돌아왔습니다. 엄마는 더 이상 화가 나지 않았지만, 목욕을 하고 옷을 갈아입어야 한다고 했습니다. 그리고 다음에 더 조심하고 책임감을 가져야 한다고도 했습니다. 안나와 벤은 동의하며 엄마와 목장을 사랑한다고 말했습니다. 그들은 교훈을 얻었고 다시는 건초와 말들을 잊지 않았습니다."
6,korean,"옛날 옛적에 조용한 작은 마을이 있었습니다. 그 마을에 릴리라는 소녀가 살고 있었습니다. 그녀는 기쁨을 나누고 친구들을 돕는 것을 좋아했습니다. 어느 날, 릴리는 땅에 떨어진 여권(passport)을 발견했습니다. 그녀는 그것이 중요하다는 것을 알고 소유자를 찾아주고 싶었습니다. 릴리는 친구들에게 누가 여권을 잃어버렸는지 아는지 물었습니다. 그녀는 여권 속에 있는 사진을 그들에게 보여주었습니다. 친구들은 알지 못했지만, 도와주고 싶어 했습니다. 함께 그들은 마을 사람들을 찾아다니며 문을 두드리고 여권을 찾아보았습니다. 마침내 그들은 그 여권을 잃어버린 노파를 찾았습니다. 그녀는 여권을 되찾고 매우 기뻐했습니다. 릴리와 그녀의 친구들은 도와줘서 기분이 좋았습니다. 노파는 그들에게 감사의 표시로 쿠키를 주었습니다. 이 이야기의 교훈은 항상 다른 사람들을 돕고 친절을 전파하는 것입니다."
7,korean,"사라는 새 집으로 이사가게 되어 행복했습니다. 그녀는 새로운 친구들을 만들고 그들과 함께 놀고 싶었습니다. 그녀는 엄마 아빠가 상자에서 물건을 꺼내는 것을 도왔습니다. 그녀는 분홍색 유니콘이 그려진 가장 좋아하는 쿠션을 찾았습니다. 그녀는 그것을 껴안고 미소 지었습니다. 그녀는 쿠션을 들고 밖로 나갔습니다. 다른 아이들을 만나기 위해서죠. 공을 가지고 노는 아이들을 보았습니다. 그들은 인기가 많고 재미있어 보였습니다. 그녀는 그들과 함께 하고 싶어했습니다. 그녀에게 다가가 인사를 하고, 자기 쿠션을 보여주며 좋아하냐고 물었습니다. 다른 아이들은 그녀에게 웃었습니다. 그들은 그녀의 쿠션이 어리석고 아기 같다는 말을 하며, 그런 쿠션을 가질 나이가 너무 많다고 했습니다. 그들은 그녀가 인기가 없고 같이 놀 수 없다고 했습니다. 그들은 그녀의 쿠션을 빼앗아 진흙 속에 던져버리고 달아났습니다. 그녀 혼자 남겨두고요. 사라는 슬프고 화가 났습니다. 그녀는 쿠션을 주워 다시 청소하려고 했지만 너무 더럽고 축축해서 깨끗이 할 수 없었습니다. 그녀는 울면서 집으로 돌아가려고 했습니다. 그녀는 더 이상 새 집에 살고 싶지 않았습니다. 그녀는 다른 아이들을 좋아하지 않았고, 예전 친구들이 그리웠습니다. 그녀는 쿠션을 꺼내지 않았더라면 좋겠다고 생각했습니다."
8,korean,"어느 날, 팀이라는 소년이 나무에 화살을 발견했어요. 그는 그게 무엇인지 몰랐죠. 엄마에게 설명해 달라고 부탁했어요. 엄마는 말씀하셨죠, ""화살은 우리에게 어디로 가야 하는지 알려줘요."" 팀은 화살이 가리키는 곳이 어디인지 알고 싶어 했어요. 팀과 엄마는 화살을 따라 걸었어요. 그들은 매우 조심스럽게 행동했어요. 다른 나무에도 화살이 있는지 살폈죠. 곧, 또 다른 화살을 발견했어요. 그건 큰 언덕을 가리키고 있었답니다. 그들은 언덕을 올라가고, 크고 화난 개를 만났어요. 팀의 엄마는 말씀하셨어요, ""조심해야 해요. 그 개가 기분이 좋지 않거든요."" 팀과 엄마는 천천히 걸으면서 계속 조심했죠. 개는 그들을 보고 멀어져 가기 시작했어요. 그들은 화살을 따라가다가 크고 아름다운 공원을 발견했어요. 팀은 정말 행복했답니다! 그들은 공원에서 종일 놀며 길을 안내해준 화살에게 감사를 표했어요."
0,spanish,"Una ardilla corría en el árbol. Era una ardilla pequeña, pero corría muy rápido. 
¡La ardilla vio una nuez grande! ¡Era una nuez tremenda! La ardilla quería la nuez.
Un perro corría por el árbol. ¡El perro quería la nuez tambien! 
""¡No!"" dijo la ardilla. ""Esta es mi nuez.""
El perro corrió hacia la ardilla. ¡La ardilla era muy rápida! La ardilla corrió hacia arriba en el árbol. ¡El perro no podía subir al árbol! 
La ardilla comió la nuez. 
"
1,spanish,"Un día soleado, un niño pequeño vio pájaros. Los pájaros estaban limpios y brillantes. ""¡Vaya!"", dijo el niño. ""¡Pájaros bonitos!"" El niño quería tocar los pájaros, pero su mamá dijo que no. ""Los pájaros vuelan"", dijo la mamá. ""No puedes tocarlos"".

El niño estaba triste. Quería tocar los pájaros. Se escabulló y fue hacia los pájaros. ¡Quería tocarlos! Los pájaros estaban en un árbol alto. El niño subió el árbol. Quería tocar los pájaros.

El niño estaba en la cima del árbol. ¡Los pájaros estaban cerca! El niño estiró su mano. Quería tocar los pájaros. Los pájaros se asustaron. ¡Se fueron volando! El niño estaba triste. Los pájaros ya no estaban.

El niño bajó del árbol. Quería que los pájaros volvieran. Pero los pájaros no volvieron. El niño se sintió mal. ¡No podía tocar los pájaros! El niño lloró. Estaba muy triste. 

El niño se fue a casa. Se sintió triste. No podía tocar los pájaros. Se sintió mal. No podía ver los pájaros bonitos. El niño estaba triste. 
"
